text,label,source
ph people and christ embassythat year sef for ph na my church na so person tell us say them see vision of waec maths theory i keyed into the vision i no read again the result was not so nice,negative,v3_mixed
Not bad service but not impressive too.,neutral,curated_contrastive_v5
"No lie, the hospital na correct one.",positive,v3_mixed
"No lie, the light I go recommend am although dem promise fix am tomorrow.",positive,v3_mixed
only god knows the number of times buharis name is being mentioned in this countryeven the one wey no concern am you go dey hear na buhari,negative,v3_mixed
i d all this trend but e funny oh una don lost me sef i d try find myself,negative,v3_mixed
I am reviewing the information before completing the form.,neutral,negation_contrastive_v6
men nor dey smile government nor dey try when u hear say e red the red the enter eye,negative,v3_mixed
akpors for ja league as usual nah all d home team go win not bcos dem dey home but bcos dey are d beta side,positive,v3_mixed
"This morning, the NIN service open by 8am so people for office smile.",neutral,v3_mixed
"Today, the light process still dey although I fit use am every day.",neutral,v3_mixed
"Abeg, the tax office dey vex me so I fit use am every day.",negative,v3_mixed
"For real, the driver frustrate me although I still dey wait.",negative,v3_mixed
"Na true say, the soup process still dey although everything smooth.",neutral,v3_mixed
olá u want to de fall my hand ooo abeg u with god name no de mention that guy name near me again na abeg na,negative,v3_mixed
na glo give una chance to dey gimme got spoilers like this,negative,v3_mixed
"For real, the account na pure wahala and I fit use am every day.",negative,v3_mixed
me abeg help me check wetin arsenal dey play friend arsenal dey lose + minutes me chai,negative,v3_mixed
you sabi wetin i like i don see am thanks,positive,v3_mixed
"Sha, the account make life easy.",positive,v3_mixed
na una people na i want to be like you guys when i grow up,positive,v3_mixed
lmfao guy im as shook as you are na me dey find am for pm na why,neutral,v3_mixed
na only inside feem rich boy dey love poor girl sha and vice versa real lifena business deal most rich people dey use their pikins seal,neutral,v3_mixed
"Na true say, the cart save my time and dem promise fix am tomorrow.",positive,v3_mixed
ah see aunty omo see aunty aunty wey dey write long aunty wey see turn off i hail you writer long i laugh in madagascarian way,positive,v3_mixed
oh na guy u be sef and ive been calm with my words thinking im talking with a female alaye if u dont get the fuck off from here now eeeh,negative,v3_mixed
which one i wan use dey press breast,negative,v3_mixed
we don reach followers we fit cry right now because the love and support from you guys dey too much from day one ️,positive,v3_mixed
lol alcohol don dey enter dia body,negative,v3_mixed
I am still testing the network in different places.,neutral,negation_contrastive_v6
lmao see this man u fan dey talk if na sars catch liverpool wetin catch man u,negative,v3_mixed
my gunman must be licking his lips cos united is coming to town next week my winger sef go dey plot,positive,v3_mixed
please my birthday is on the th of january please spoil me abeg abeg,positive,v3_mixed
"Abeg, the website frustrate me so everything smooth.",negative,v3_mixed
na why no gree enter love for yrs now oohhshey we no go carry am go bath dis geh for river now eehnn,negative,v3_mixed
no be rich people dey help people na good people dey help people if someone help you dont feel they have so much its simply because they have a good heart better safe than sorry,positive,v3_mixed
"I think, the SIM send notification so e better pass before.",neutral,v3_mixed
"Na true say, the rice customer care help me quick and my family notice am too.",positive,v3_mixed
baba me don dey used to am,neutral,v3_mixed
wen sapa wire u sumtime u no go even remember say u get dick no vex match teacher,negative,v3_mixed
"Chai, the water waste my time.",negative,v3_mixed
omo na wetin be all this one na gig don finish again wey na monday afternoon i suball this isps tho,negative,v3_mixed
magic cup for show dem customers wey sabi better thing all the time halimausmanusman we appreciate you o ma may allah continue to increase your pocket amin price only note you can place your odermake,positive,v3_mixed
the number dey dia call me also you too fit believe,positive,v3_mixed
oga don upgrade from our level woh no more cin abinci a layi oga pray for us to join you soon,positive,v3_mixed
i don get body guard and fighter i fit find trouble for road now,positive,v3_mixed
"My guy, the ride make me lose money and nothing special happen.",negative,v3_mixed
"This morning, the food dey sweet me.",positive,v3_mixed
"Abeg, the pizza close early today but my family notice am too.",neutral,v3_mixed
"The network no bad sometimes, but e dey fail too often.",negative,curated_contrastive_v5
sanwo olu ti aláro ba nipe o ma da fun e alalé o ni je ko da fun e in fact awon mejeji o le agree ko da fun e sef you fucking cunt,negative,v3_mixed
"This morning, the appointment na pure wahala but people for office smile.",negative,v3_mixed
that kind time wey e dey sweet to hold soft material,negative,v3_mixed
"See ehn, the wallet be under maintenance because people for office smile.",neutral,v3_mixed
I no like the registration process.,negative,targeted_negation_v7
"No lie, the data bundle dey sweet me and nothing special happen.",positive,v3_mixed
"See ehn, the seller need verification and I hope e improve soon.",neutral,v3_mixed
I like how the seller communicates.,positive,targeted_negation_v7
"I think, the payment save my time because I no get problem again.",positive,v3_mixed
if you see someone singing egungun be careful na express you dey go on the road abeg hold me im not stable,negative,v3_mixed
"Chai, the exam open by 8am so I hope e improve soon.",neutral,v3_mixed
e be like say na legtime this new phone dey use o the facetime just dey commot naira everytime wey network off i weak,negative,v3_mixed
"Honestly, the tax office disappoint me.",negative,v3_mixed
how una take dey calculate the time una take know person sef,negative,v3_mixed
awwwwww e pain me shaaaa i go miss dis chance to parry wit nengi,negative,v3_mixed
The product no cheap and no expensive.,neutral,targeted_negation_v7
im still your surest plug for beautiful interiors you see this decor na me do am from start to finish call dis softajebo hustler if you want to redo your apartment i will do a very clean job for u,positive,v3_mixed
perish that idea of salary and love comot wetin dey your eyes call off that relationship immediately dont even think about going further,negative,v3_mixed
"For real, the NIN service de available now because I no get problem again.",neutral,v3_mixed
ah aha check ur callender now we are still in march ooo ok dont worry i no go spend too much just take to iya kemi ologufegoat meat,positive,v3_mixed
yes i amso single pikin wey fine like thissuppose dey with me,positive,v3_mixed
this one don come with e chop chop attitude,negative,v3_mixed
"For real, the shawarma open by 8am.",neutral,v3_mixed
emmyno make me laugh oodid u sayarsboard are offering awenger£ma year if he wins d epl titledem no sy e no go ever win am,negative,v3_mixed
instead of you to work for person wey you fit get access to you say na nigerian government you wan work for tueh,negative,v3_mixed
i no even see this one im not playing fpl again abeg i don try,negative,v3_mixed
"Sha, the appointment make life easy.",positive,v3_mixed
how many years ago sing shey na like this e go dey dey listening again now and im in tears how many years ago and we still dey ask the same question,negative,v3_mixed
lol i don chop gbese as i dey drive out,negative,v3_mixed
na for house him go hear am i go beat craze comot hin body,negative,v3_mixed
na we we,neutral,v3_mixed
"This morning, the soup disappoint me although e better pass before.",negative,v3_mixed
may all the good things in his life i follow him child like him mumu upcoming politician na emm first speech na why that nonsense de come out from em mouth,negative,v3_mixed
"For real, the ATM work well well.",positive,v3_mixed
The service no bad and I enjoy using am.,positive,targeted_negation_v7
lol bros na so d tin dey do person o me sef ask if e nor come be summer nko mtcheeew,negative,v3_mixed
"My guy, the NIN service save my time.",positive,v3_mixed
so this new v bank has been trending and i don open new account whats next make una reason my matter na as god go bless una times thankio,positive,v3_mixed
baba cto dey the mail omo na grand entrance i wan use enter the presentation,positive,v3_mixed
"Chai, the electricity na correct one so I fit use am every day.",positive,v3_mixed
"This morning, the trip na pure wahala but nothing special happen.",negative,v3_mixed
"Honestly, the order na correct one.",positive,v3_mixed
my uncle wey promise me money don dey call me big man,negative,v3_mixed
